unix_time,track_id,name,u,v,n_detections
1774586884.333496,2808,Birch_36,191.27,248.29,15
1774586884.333496,2813,Birch_37,181.89,248.44,15
1774586884.333496,2720,Birch_4,501.20,365.99,15
1774586884.333496,2757,Birch_5,561.71,349.40,15
1774586884.333496,2818,Birch_566,204.75,249.08,15
1774586884.333496,2544,Car_33,107.61,255.61,15
1774586884.333496,2810,Car_58,181.69,282.58,15
1774586884.333496,2750,Car_59,46.33,357.83,15
1774586884.333496,2796,Tree_10,320.00,240.00,15
1774586884.333496,2817,Tree_28,571.97,216.03,15
1774586884.333496,2823,Tree_884,65.54,223.88,15
1774586884.333496,2828,InstancedFoliageActor_0,213.31,128.36,15
1774586884.333496,2809,Small_House_31,147.63,248.36,15
1774586884.333496,2829,Small_House_7,236.06,251.52,15
1774586884.333496,2830,Medium_House_Prefab_49874,54.98,250.00,15
1774586884.506254,2818,Birch_35,198.89,247.31,18
1774586884.506254,2808,Birch_36,191.24,247.42,18
1774586884.506254,2813,Birch_37,181.86,247.55,18
1774586884.506254,2720,Birch_4,500.58,363.32,18
1774586884.506254,2757,Birch_5,561.43,345.51,18
1774586884.506254,2829,Birch_566,204.71,248.27,18
1774586884.506254,2544,Car_33,107.58,254.68,18
1774586884.506254,2810,Car_58,181.58,281.03,18
1774586884.506254,2750,Car_59,46.06,354.09,18
1774586884.506254,2796,Tree_10,320.00,240.00,18
1774586884.506254,2817,Tree_28,571.94,215.60,18
1774586884.506254,2823,Tree_884,65.52,222.64,18
1774586884.506254,2828,InstancedFoliageActor_0,213.33,127.50,18
1774586884.506254,2809,Small_House_31,147.60,247.55,18
1774586884.506254,2830,Medium_House_Prefab_49874,54.96,248.48,18
1774586884.506254,2831,Small_House_7,236.02,250.72,18
1774586884.506254,2832,Tree_9,548.58,240.00,18
1774586884.506254,2833,Birch_6,626.65,347.82,18
1774586884.695935,2818,Birch_35,198.82,246.60,16
1774586884.695935,2808,Birch_36,191.17,246.69,16
1774586884.695935,2813,Birch_37,181.78,246.80,16
1774586884.695935,2720,Birch_4,499.92,360.60,16
1774586884.695935,2757,Birch_5,561.16,341.49,16
1774586884.695935,2544,Car_33,107.48,253.90,16
1774586884.695935,2810,Car_58,181.41,279.59,16
1774586884.695935,2750,Car_59,45.63,350.42,16
1774586884.695935,2796,Tree_10,320.00,240.00,16
1774586884.695935,2831,Tree_24,282.45,226.45,16
1774586884.695935,2817,Tree_28,571.89,215.28,16
1774586884.695935,2823,Tree_884,65.48,221.54,16
1774586884.695935,2832,Tree_9,548.44,240.00,16
1774586884.695935,2828,InstancedFoliageActor_0,213.33,126.74,16
1774586884.695935,2809,Small_House_31,147.52,246.88,16
1774586884.695935,2829,Small_House_7,235.94,250.05,16
1774586884.869602,2818,Birch_35,198.71,246.13,16
1774586884.869602,2720,Birch_4,499.40,357.61,16
1774586884.869602,2757,Birch_5,560.96,337.96,16
1774586884.869602,2808,Birch_566,204.53,247.17,16
1774586884.869602,2544,Car_33,107.34,253.39,16
1774586884.869602,2810,Car_58,181.21,278.50,16
1774586884.869602,2750,Car_59,45.13,347.40,16
1774586884.869602,2823,Car_81,1.18,268.32,16
1774586884.869602,2796,Tree_10,320.00,240.00,16
1774586884.869602,2817,Tree_28,571.83,215.12,16
1774586884.869602,2832,Tree_9,548.33,240.00,16
1774586884.869602,2828,InstancedFoliageActor_0,213.31,126.21,16
1774586884.869602,2809,Small_House_31,147.41,246.42,16
1774586884.869602,2829,Small_House_7,235.85,249.57,16
1774586884.869602,2834,Birch_6,626.27,340.65,16
1774586884.869602,2835,Medium_House_Prefab_49874,54.82,246.07,16
1774586885.042668,2818,Birch_36,190.93,245.97,18
1774586885.042668,2808,Birch_37,181.53,246.05,18
1774586885.042668,2720,Birch_4,498.96,352.69,18
1774586885.042668,2829,Birch_566,204.40,246.96,18
1774586885.042668,2834,Birch_6,626.17,337.01,18
1774586885.042668,2544,Car_33,107.17,253.12,18
1774586885.042668,2810,Car_58,180.98,277.66,18
1774586885.042668,2750,Car_59,44.53,344.76,18
1774586885.042668,2796,Tree_10,320.00,240.00,18
1774586885.042668,2832,Tree_26,556.29,227.32,18
1774586885.042668,2817,Tree_28,571.77,215.17,18
1774586885.042668,2835,Tree_884,65.33,220.24,18
1774586885.042668,2828,InstancedFoliageActor_0,213.28,125.82,18
1774586885.042668,2809,Small_House_31,147.27,246.20,18
1774586885.042668,2823,Medium_House_Prefab_49874,54.73,245.31,18
1774586885.042668,2836,Small_House_7,235.72,249.34,18
1774586885.042668,2837,Tree_893,495.64,224.54,18
1774586885.042668,2838,Tree_9,548.23,240.00,18
1774586885.232671,2829,Birch_35,198.43,245.77,19
1774586885.232671,2818,Birch_36,190.77,245.82,19
1774586885.232671,2808,Birch_37,181.37,245.89,19
1774586885.232671,2720,Birch_4,498.61,347.53,19
1774586885.232671,2834,Birch_5,560.68,331.14,19
1774586885.232671,2836,Birch_566,204.25,246.85,19
1774586885.232671,2544,Car_33,106.96,252.96,19
1774586885.232671,2810,Car_58,180.72,276.89,19
1774586885.232671,2750,Car_59,43.85,342.13,19
1774586885.232671,2796,Tree_10,320.00,240.00,19
1774586885.232671,2817,Tree_28,571.70,215.24,19
1774586885.232671,2835,Tree_884,65.26,219.84,19
1774586885.232671,2837,Tree_893,495.49,224.67,19
1774586885.232671,2838,Tree_9,548.14,240.00,19
1774586885.232671,2828,InstancedFoliageActor_0,213.22,125.54,19
1774586885.232671,2809,Small_House_31,147.10,246.06,19
1774586885.232671,2839,Small_House_7,235.57,249.15,19
1774586885.232671,2840,Small_House_8,277.90,256.96,19
1774586885.232671,2841,Small_House_29,301.43,244.96,19
1774586885.408221,2829,Birch_35,198.29,245.67,21
1774586885.408221,2808,Birch_37,181.23,245.76,21
1774586885.408221,2720,Birch_4,498.38,343.02,21
1774586885.408221,2834,Birch_5,560.60,328.11,21
1774586885.408221,2836,Birch_566,204.11,246.76,21
1774586885.408221,2544,Car_33,106.78,252.82,21
1774586885.408221,2810,Car_58,180.49,276.24,21
1774586885.408221,2750,Car_59,43.37,339.84,21
1774586885.408221,2796,Tree_10,320.00,239.43,21
1774586885.408221,2838,Tree_26,556.14,224.65,21
1774586885.408221,2817,Tree_28,571.64,215.39,21
1774586885.408221,2835,Tree_884,65.22,219.48,21
1774586885.408221,2837,Tree_893,495.37,224.85,21
1774586885.408221,2841,Small_House_29,301.32,245.09,21
1774586885.408221,2839,Small_House_30,240.80,245.60,21
1774586885.408221,2809,Small_House_31,146.95,245.95,21
1774586885.408221,2840,Small_House_7,235.44,249.00,21
1774586885.408221,2818,Small_House_8,277.76,256.74,21
1774586885.408221,2842,Medium_House_Prefab_49874,54.55,244.07,21
1774586885.408221,2843,Birch_6,626.09,329.84,21
1774586885.408221,2844,Tree_9,548.06,240.00,21
1774586885.583019,2808,Birch_37,181.10,245.69,16
1774586885.583019,2720,Birch_4,498.29,338.52,16
1774586885.583019,2834,Birch_5,560.57,325.06,16
1774586885.583019,2836,Birch_566,203.99,246.73,16
1774586885.583019,2544,Car_33,106.61,252.76,16
1774586885.583019,2810,Car_58,180.29,275.65,16
1774586885.583019,2750,Car_59,43.16,337.66,16
1774586885.583019,2796,Tree_10,320.00,237.64,16
1774586885.583019,2817,Tree_28,571.59,215.48,16
1774586885.583019,2835,Tree_884,65.19,219.22,16
1774586885.583019,2844,Tree_9,548.02,240.00,16
1774586885.583019,2841,Small_House_29,301.23,245.24,16
1774586885.583019,2809,Small_House_31,146.81,245.92,16
1774586885.583019,2840,Small_House_7,235.32,248.90,16
1774586885.583019,2842,Medium_House_Prefab_49874,54.48,243.61,16
1774586885.583019,2845,InstancedFoliageActor_0,213.14,125.09,16
1774586885.754997,2836,Birch_35,198.06,245.56,20
1774586885.754997,2808,Birch_37,180.99,245.61,20
1774586885.754997,2720,Birch_4,498.32,334.17,20
1774586885.754997,2834,Birch_5,560.58,322.08,20
1774586885.754997,2840,Birch_566,203.89,246.68,20
1774586885.754997,2544,Car_33,106.47,252.69,20
1774586885.754997,2810,Car_58,180.12,275.06,20
1774586885.754997,2750,Car_59,42.97,335.57,20
1774586885.754997,2796,Tree_10,320.00,235.87,20
1774586885.754997,2817,Tree_26,556.07,222.11,20
1774586885.754997,2844,Tree_28,571.55,215.49,20
1774586885.754997,2845,InstancedFoliageActor_0,213.10,124.96,20
1774586885.754997,2841,Small_House_29,301.15,245.35,20
1774586885.754997,2809,Small_House_31,146.69,245.87,20
1774586885.754997,2842,Medium_House_Prefab_49874,54.43,243.17,20
1774586885.754997,2846,Birch_6,626.19,323.19,20
1774586885.754997,2847,Tree_893,495.17,225.09,20
1774586885.754997,2848,Tree_9,547.99,240.00,20
1774586885.754997,2849,Small_House_7,235.23,248.78,20
1774586885.754997,2850,Small_House_8,277.55,256.38,20
1774586885.930259,2808,Birch_37,180.90,245.69,16
1774586885.930259,2720,Birch_4,498.49,329.80,16
1774586885.930259,2834,Birch_5,560.67,319.06,16
1774586885.930259,2840,Birch_566,203.80,246.78,16
1774586885.930259,2544,Car_33,106.34,252.80,16
1774586885.930259,2810,Car_58,179.98,274.63,16
1774586885.930259,2750,Car_59,42.81,333.67,16
1774586885.930259,2796,Tree_10,320.00,234.05,16
1774586885.930259,2817,Tree_26,556.07,220.76,16
1774586885.930259,2844,Tree_28,571.44,215.52,16
1774586885.930259,2842,Tree_884,65.13,218.96,16
1774586885.930259,2848,Tree_9,548.00,240.00,16
1774586885.930259,2845,InstancedFoliageActor_0,213.07,125.05,16
1774586885.930259,2809,Small_House_31,146.59,246.00,16
1774586885.930259,2849,Small_House_7,235.15,248.81,16
1774586885.930259,2851,Medium_House_Prefab_49874,54.38,242.95,16
1774586886.124970,2840,Birch_35,197.92,245.91,17
1774586886.124970,2808,Birch_36,190.25,245.93,17
1774586886.124970,2810,Birch_37,180.83,245.94,17
1774586886.124970,2720,Birch_4,498.83,325.19,17
1774586886.124970,2834,Birch_5,560.84,315.83,17
1774586886.124970,2849,Birch_566,203.74,247.05,17
1774586886.124970,2544,Car_33,106.25,253.13,17
1774586886.124970,2809,Car_58,179.88,274.34,17
1774586886.124970,2750,Car_59,42.68,331.91,17
1774586886.124970,2796,Tree_10,320.00,232.07,17
1774586886.124970,2844,Tree_28,571.35,215.56,17
1774586886.124970,2848,Tree_893,495.03,225.40,17
1774586886.124970,2817,Tree_9,548.06,240.00,17
1774586886.124970,2845,InstancedFoliageActor_0,213.03,125.37,17
1774586886.124970,2842,Small_House_31,146.51,246.33,17
1774586886.124970,2851,Medium_House_Prefab_49874,54.35,242.99,17
1774586886.124970,2852,Small_House_7,235.09,249.00,17
1774586886.299908,2840,Birch_35,197.90,246.08,15
1774586886.299908,2808,Birch_36,190.23,246.09,15
1774586886.299908,2810,Birch_37,180.82,246.11,15
1774586886.299908,2720,Birch_4,499.25,321.04,15
1774586886.299908,2834,Birch_5,561.04,312.86,15
1774586886.299908,2544,Car_33,106.22,253.36,15
1774586886.299908,2809,Car_58,179.85,274.03,15
1774586886.299908,2750,Car_59,42.62,330.29,15
1774586886.299908,2796,Tree_10,320.00,230.17,15
1774586886.299908,2844,Tree_28,571.32,215.42,15
1774586886.299908,2817,Tree_9,548.14,240.00,15
1774586886.299908,2845,InstancedFoliageActor_0,213.02,125.72,15
1774586886.299908,2842,Small_House_31,146.49,246.58,15
1774586886.299908,2851,Medium_House_Prefab_49874,54.34,243.01,15
1774586886.299908,2853,Birch_6,626.82,312.83,15
1774586886.470376,2808,Birch_36,190.25,246.21,21
1774586886.470376,2810,Birch_37,180.83,246.24,21
1774586886.470376,2720,Birch_4,499.75,317.02,21
1774586886.470376,2834,Birch_5,561.27,309.93,21
1774586886.470376,2840,Birch_566,203.74,247.35,21
1774586886.470376,2853,Birch_6,627.08,309.30,21
1774586886.470376,2544,Car_33,106.23,253.58,21
1774586886.470376,2809,Car_58,179.88,273.69,21
1774586886.470376,2750,Car_59,42.61,328.75,21
1774586886.470376,2851,Car_81,0.19,265.02,21
1774586886.470376,2796,Tree_10,320.00,228.16,21
1774586886.470376,2844,Tree_28,571.32,215.09,21
1774586886.470376,2842,Tree_884,65.12,219.59,21
1774586886.470376,2817,Tree_893,495.02,225.27,21
1774586886.470376,2845,InstancedFoliageActor_0,213.01,126.16,21
1774586886.470376,2854,Tree_9,548.25,240.00,21
1774586886.470376,2855,Small_House_31,146.50,246.80,21
1774586886.470376,2856,Small_House_47,629.73,253.74,21
1774586886.470376,2857,Small_House_7,235.10,249.14,21
1774586886.470376,2858,Small_House_8,277.45,256.28,21
1774586886.470376,2859,Medium_House_Prefab_49874,54.34,243.07,21
1774586886.640084,2840,Birch_35,197.95,246.25,15
1774586886.640084,2810,Birch_37,180.86,246.30,15
1774586886.640084,2720,Birch_4,500.20,312.90,15
1774586886.640084,2834,Birch_5,561.51,306.91,15
1774586886.640084,2544,Car_33,106.26,253.74,15
1774586886.640084,2809,Car_58,179.93,273.28,15
1774586886.640084,2750,Car_59,42.63,327.12,15
1774586886.640084,2796,Tree_10,320.00,226.05,15
1774586886.640084,2844,Tree_28,571.43,214.68,15
1774586886.640084,2842,Tree_884,65.12,219.74,15
1774586886.640084,2854,Tree_9,548.36,240.00,15
1774586886.640084,2845,InstancedFoliageActor_0,213.00,126.59,15
1774586886.640084,2855,Small_House_31,146.53,246.97,15
1774586886.640084,2857,Small_House_7,235.14,249.12,15
1774586886.640084,2859,Medium_House_Prefab_49874,54.36,243.07,15
1774586886.836527,2840,Birch_36,190.33,246.26,17
1774586886.836527,2810,Birch_37,180.92,246.29,17
1774586886.836527,2720,Birch_4,500.54,308.30,17
1774586886.836527,2834,Birch_5,561.73,303.45,17
1774586886.836527,2857,Birch_566,203.84,247.38,17
1774586886.836527,2544,Car_33,106.32,253.86,17
1774586886.836527,2809,Car_58,180.03,272.75,17
1774586886.836527,2750,Car_59,42.70,325.28,17
1774586886.836527,2796,Tree_10,320.00,223.48,17
1774586886.836527,2844,Tree_28,571.53,214.00,17
1774586886.836527,2842,Tree_884,65.13,219.90,17
1774586886.836527,2854,Tree_9,548.49,240.00,17
1774586886.836527,2845,InstancedFoliageActor_0,213.00,127.16,17
1774586886.836527,2855,Small_House_31,146.59,247.09,17
1774586886.836527,2860,Small_House_8,277.57,255.78,17
1774586886.836527,2861,Small_House_30,240.57,246.78,17
1774586886.836527,2862,Small_House_7,235.20,249.01,17
1774586887.009297,2857,Birch_35,198.06,246.27,19
1774586887.009297,2840,Birch_36,190.39,246.31,19
1774586887.009297,2810,Birch_37,180.97,246.35,19
1774586887.009297,2720,Birch_4,500.89,304.24,19
1774586887.009297,2834,Birch_5,561.81,300.33,19
1774586887.009297,2862,Birch_566,203.89,247.41,19
1774586887.009297,2544,Car_33,106.39,254.06,19
1774586887.009297,2809,Car_58,180.15,272.35,19
1774586887.009297,2750,Car_59,42.79,323.79,19
1774586887.009297,2796,Tree_10,320.00,221.01,19
1774586887.009297,2844,Tree_26,556.33,210.07,19
1774586887.009297,2854,Tree_28,571.57,213.25,19
1774586887.009297,2842,Tree_884,65.12,220.19,19
1774586887.009297,2845,InstancedFoliageActor_0,213.01,127.88,19
1774586887.009297,2861,Small_House_30,240.62,246.84,19
1774586887.009297,2855,Small_House_31,146.64,247.29,19
1774586887.009297,2860,Small_House_8,277.64,255.53,19
1774586887.009297,2863,Birch_6,627.51,297.17,19
1774586887.009297,2864,Tree_9,548.42,240.00,19
1774586887.182492,2857,Birch_35,198.11,246.11,17
1774586887.182492,2840,Birch_36,190.44,246.15,17
1774586887.182492,2810,Birch_37,181.02,246.20,17
1774586887.182492,2720,Birch_4,501.03,300.32,17
1774586887.182492,2834,Birch_5,561.90,297.37,17
1774586887.182492,2863,Birch_6,627.61,293.28,17
1774586887.182492,2544,Car_33,106.45,254.02,17
1774586887.182492,2809,Car_58,180.26,271.76,17
1774586887.182492,2750,Car_59,42.88,322.08,17
1774586887.182492,2796,Tree_10,320.00,218.68,17
1774586887.182492,2844,Tree_26,556.29,208.09,17
1774586887.182492,2854,Tree_28,571.61,212.51,17
1774586887.182492,2864,Tree_9,548.40,240.00,17
1774586887.182492,2845,InstancedFoliageActor_0,213.03,128.30,17
1774586887.182492,2855,Small_House_31,146.69,247.26,17
1774586887.182492,2861,Small_House_7,235.31,248.72,17
1774586887.182492,2842,Medium_House_Prefab_49874,54.41,243.12,17
1774586887.369170,2840,Birch_36,190.49,245.87,15
1774586887.369170,2810,Birch_37,181.07,245.92,15
1774586887.369170,2720,Birch_4,501.17,296.12,15
1774586887.369170,2834,Birch_5,561.99,294.25,15
1774586887.369170,2544,Car_33,106.51,253.83,15
1774586887.369170,2809,Car_58,180.36,271.00,15
1774586887.369170,2750,Car_59,42.98,320.03,15
1774586887.369170,2796,Tree_10,320.00,216.26,15
1774586887.369170,2854,Tree_28,571.62,211.78,15
1774586887.369170,2842,Tree_884,65.13,219.98,15
1774586887.369170,2864,Tree_9,548.40,240.00,15
1774586887.369170,2845,InstancedFoliageActor_0,213.05,128.53,15
1774586887.369170,2855,Small_House_31,146.75,247.07,15
1774586887.369170,2861,Small_House_7,235.36,248.36,15
1774586887.369170,2857,Small_House_8,277.78,254.58,15
1774586887.539227,2840,Birch_35,198.20,245.59,18
1774586887.539227,2810,Birch_37,181.12,245.70,18
1774586887.539227,2720,Birch_4,501.28,292.45,18
1774586887.539227,2834,Birch_5,562.05,291.52,18
1774586887.539227,2861,Birch_566,204.03,246.73,18
1774586887.539227,2544,Car_33,106.56,253.69,18
1774586887.539227,2809,Car_58,180.45,270.35,18
1774586887.539227,2750,Car_59,43.07,318.26,18
1774586887.539227,2796,Tree_10,320.00,214.08,18
1774586887.539227,2854,Tree_28,571.61,211.12,18
1774586887.539227,2842,Tree_884,65.13,219.83,18
1774586887.539227,2864,Tree_9,548.39,240.00,18
1774586887.539227,2845,InstancedFoliageActor_0,213.06,128.78,18
1774586887.539227,2855,Small_House_31,146.79,246.94,18
1774586887.539227,2857,Small_House_7,235.41,248.06,18
1774586887.539227,2865,Small_House_8,277.84,254.13,18
1774586887.539227,2866,Medium_House_Prefab_49874,54.45,242.49,18
1774586887.539227,2867,Birch_6,627.76,285.60,18
1774586887.721569,2840,Birch_35,198.24,245.32,17
1774586887.721569,2810,Birch_36,190.57,245.37,17
1774586887.721569,2720,Birch_4,501.38,288.61,17
1774586887.721569,2834,Birch_5,562.08,286.58,17
1774586887.721569,2867,Birch_6,627.78,281.76,17
1774586887.721569,2544,Car_33,106.62,253.51,17
1774586887.721569,2809,Car_58,180.55,269.65,17
1774586887.721569,2750,Car_59,43.18,316.35,17
1774586887.721569,2796,Tree_10,320.00,211.75,17
1774586887.721569,2854,Tree_26,556.22,202.38,17
1774586887.721569,2864,Tree_28,571.60,210.41,17
1774586887.721569,2842,Tree_884,65.13,219.66,17
1774586887.721569,2845,InstancedFoliageActor_0,213.07,129.02,17
1774586887.721569,2855,Small_House_31,146.83,246.77,17
1774586887.721569,2857,Small_House_7,235.45,247.72,17
1774586887.721569,2865,Small_House_8,277.90,253.62,17
1774586887.721569,2868,Tree_9,548.37,240.00,17
1774586887.906376,2840,Birch_35,198.27,244.68,17
1774586887.906376,2810,Birch_36,190.60,244.73,17
1774586887.906376,2809,Birch_37,181.19,244.79,17
1774586887.906376,2720,Birch_4,501.46,284.36,17
1774586887.906376,2834,Birch_5,562.12,279.94,17
1774586887.906376,2857,Birch_566,204.10,245.82,17
1774586887.906376,2867,Birch_6,627.79,277.39,17
1774586887.906376,2544,Car_33,106.66,252.95,17
1774586887.906376,2855,Car_58,180.64,268.53,17
1774586887.906376,2750,Car_59,43.30,313.89,17
1774586887.906376,2796,Tree_10,320.00,209.10,17
1774586887.906376,2854,Tree_26,556.22,200.20,17
1774586887.906376,2864,Tree_28,571.60,209.39,17
1774586887.906376,2842,Tree_884,65.11,219.06,17
1774586887.906376,2868,Tree_9,548.37,240.00,17
1774586887.906376,2865,Small_House_7,235.48,247.00,17
1774586887.906376,2869,Small_House_31,146.86,246.22,17
1774586888.083286,2840,Birch_35,198.29,244.01,19
1774586888.083286,2810,Birch_36,190.62,244.06,19
1774586888.083286,2809,Birch_37,181.21,244.13,19
1774586888.083286,2720,Birch_4,501.52,280.36,19
1774586888.083286,2834,Birch_5,562.13,273.66,19
1774586888.083286,2857,Birch_566,204.12,245.16,19
1774586888.083286,2867,Birch_6,627.77,273.26,19
1774586888.083286,2544,Car_33,106.69,252.36,19
1774586888.083286,2855,Car_58,180.72,267.41,19
1774586888.083286,2750,Car_59,43.41,311.50,19
1774586888.083286,2796,Tree_10,320.00,206.60,19
1774586888.083286,2865,Tree_24,282.00,224.73,19
1774586888.083286,2864,Tree_28,571.60,208.39,19
1774586888.083286,2842,Tree_884,65.12,218.41,19
1774586888.083286,2868,Tree_9,548.38,237.92,19
1774586888.083286,2869,Small_House_31,146.88,245.63,19
1774586888.083286,2870,Small_House_30,240.81,244.89,19
1774586888.083286,2871,Small_House_7,235.50,246.27,19
1774586888.083286,2872,InstancedFoliageActor_0,213.06,128.95,19
1774586888.275118,2840,Birch_35,198.30,243.21,16
1774586888.275118,2720,Birch_4,501.55,275.99,16
1774586888.275118,2834,Birch_5,562.12,266.80,16
1774586888.275118,2857,Birch_566,204.13,244.36,16
1774586888.275118,2867,Birch_6,627.73,268.76,16
1774586888.275118,2544,Car_33,106.72,251.61,16
1774586888.275118,2855,Car_58,180.79,266.12,16
1774586888.275118,2750,Car_59,43.54,308.77,16
1774586888.275118,2796,Tree_10,320.00,203.88,16
1774586888.275118,2864,Tree_26,556.24,195.94,16
1774586888.275118,2868,Tree_28,571.61,207.30,16
1774586888.275118,2842,Tree_884,65.14,217.60,16
1774586888.275118,2869,Small_House_31,146.90,244.90,16
1774586888.275118,2865,Small_House_8,277.96,250.82,16
1774586888.275118,2873,Tree_9,548.39,234.67,16
1774586888.275118,2874,Medium_House_Prefab_49874,54.50,239.68,16
1774586888.447251,2840,Birch_35,198.32,242.43,16
1774586888.447251,2857,Birch_36,190.65,242.49,16
1774586888.447251,2720,Birch_4,501.56,272.03,16
1774586888.447251,2834,Birch_5,562.10,260.52,16
1774586888.447251,2855,Birch_566,204.15,243.59,16
1774586888.447251,2867,Birch_6,627.69,264.61,16
1774586888.447251,2544,Car_33,106.76,250.90,16
1774586888.447251,2869,Car_58,180.86,264.90,16
1774586888.447251,2750,Car_59,43.67,306.27,16
1774586888.447251,2796,Tree_10,320.00,201.37,16
1774586888.447251,2842,Tree_884,65.15,216.83,16
1774586888.447251,2873,Tree_9,548.39,231.67,16
1774586888.447251,2865,Small_House_7,235.52,244.56,16
1774586888.447251,2874,Medium_House_Prefab_40975,34.15,237.89,16
1774586888.447251,2875,Small_House_31,146.92,244.20,16
1774586888.447251,2876,Small_House_8,277.97,249.83,16
1774586888.623251,2840,Birch_35,198.35,241.69,22
1774586888.623251,2857,Birch_36,190.68,241.74,22
1774586888.623251,2855,Birch_37,181.28,241.80,22
1774586888.623251,2720,Birch_4,501.56,267.99,22
1774586888.623251,2834,Birch_5,562.08,254.25,22
1774586888.623251,2865,Birch_566,204.18,242.85,22
1774586888.623251,2867,Birch_6,627.64,260.53,22
1774586888.623251,2544,Car_33,106.81,250.20,22
1774586888.623251,2869,Car_58,180.93,263.69,22
1774586888.623251,2750,Car_59,43.95,303.70,22
1774586888.623251,2796,Tree_10,320.00,198.94,22
1774586888.623251,2873,Tree_26,556.28,191.93,22
1774586888.623251,2842,Tree_884,65.18,216.05,22
1774586888.623251,2876,Small_House_30,240.85,242.76,22
1774586888.623251,2875,Small_House_31,146.96,243.52,22
1774586888.623251,2874,Medium_House_Prefab_49874,54.56,237.83,22
1774586888.623251,2877,Car_34,619.79,290.61,22
1774586888.623251,2878,Tree_28,571.63,205.28,22
1774586888.623251,2879,Tree_9,548.41,228.78,22
1774586888.623251,2880,InstancedFoliageActor_0,213.06,128.39,22
1774586888.623251,2881,Small_House_7,235.55,243.76,22
1774586888.623251,2882,Small_House_8,277.99,248.88,22
1774586888.814924,2840,Birch_35,198.39,240.92,16
1774586888.814924,2857,Birch_36,190.72,240.97,16
1774586888.814924,2855,Birch_37,181.32,241.02,16
1774586888.814924,2720,Birch_4,501.54,263.71,16
1774586888.814924,2877,Car_34,619.73,288.24,16
1774586888.814924,2869,Car_58,181.00,262.42,16
1774586888.814924,2750,Car_59,44.22,300.94,16
1774586888.814924,2796,Tree_10,320.00,196.44,16
1774586888.814924,2873,Tree_26,556.32,189.96,16
1774586888.814924,2878,Tree_28,571.65,204.38,16
1774586888.814924,2842,Tree_884,65.20,215.20,16
1774586888.814924,2880,InstancedFoliageActor_0,213.07,128.09,16
1774586888.814924,2875,Small_House_31,147.00,242.80,16
1774586888.814924,2881,Small_House_7,235.58,242.93,16
1774586888.814924,2882,Small_House_8,278.02,247.90,16
1774586888.814924,2874,Medium_House_Prefab_49874,54.59,236.82,16
1774586888.986278,2840,Birch_35,198.42,240.24,19
1774586888.986278,2857,Birch_36,190.76,240.28,19
1774586888.986278,2720,Birch_4,501.51,259.77,19
1774586888.986278,2878,Birch_5,562.01,241.72,19
1774586888.986278,2877,Birch_6,627.53,252.52,19
1774586888.986278,2875,Car_33,106.93,248.80,19
1774586888.986278,2869,Car_58,181.05,261.27,19
1774586888.986278,2750,Car_59,44.42,298.39,19
1774586888.986278,2796,Tree_10,320.00,194.22,19
1774586888.986278,2873,Tree_26,556.36,188.24,19
1774586888.986278,2842,Tree_884,65.23,214.42,19
1774586888.986278,2881,Small_House_30,240.91,241.48,19
1774586888.986278,2855,Small_House_31,147.04,242.15,19
1774586888.986278,2882,Small_House_7,235.61,242.20,19
1774586888.986278,2874,Medium_House_Prefab_49874,54.62,235.87,19
1774586888.986278,2883,Small_House_8,278.04,247.03,19
1774586888.986278,2884,Tree_28,571.68,203.64,19
1774586888.986278,2885,Tree_9,548.46,223.20,19
1774586888.986278,2886,Car_34,619.66,286.14,19
1774586889.161548,2840,Birch_35,198.44,239.51,19
1774586889.161548,2857,Birch_37,181.38,239.58,19
1774586889.161548,2720,Birch_4,501.45,255.76,19
1774586889.161548,2878,Birch_5,561.96,235.69,19
1774586889.161548,2869,Birch_566,204.27,240.70,19
1774586889.161548,2877,Birch_6,627.47,248.67,19
1774586889.161548,2875,Car_33,106.96,248.08,19
1774586889.161548,2855,Car_58,181.08,260.07,19
1774586889.161548,2750,Car_59,44.57,295.78,19
1774586889.161548,2796,Tree_10,320.00,191.97,19
1774586889.161548,2883,Tree_24,282.05,220.50,19
1774586889.161548,2873,Tree_26,556.39,186.49,19
1774586889.161548,2884,Tree_28,571.69,202.85,19
1774586889.161548,2842,Tree_884,65.25,213.57,19
1774586889.161548,2885,Tree_9,548.48,220.55,19
1774586889.161548,2882,Small_House_31,147.07,241.45,19
1774586889.161548,2881,Small_House_7,235.62,241.41,19
1774586889.161548,2887,Small_House_8,278.05,246.11,19
1774586889.161548,2888,InstancedFoliageActor_0,213.09,127.41,19
1774586889.330321,2840,Birch_35,198.43,238.79,17
1774586889.330321,2857,Birch_36,190.77,238.81,17
1774586889.330321,2720,Birch_4,501.39,251.89,17
1774586889.330321,2878,Birch_5,561.91,230.05,17
1774586889.330321,2875,Car_33,106.96,247.34,17
1774586889.330321,2877,Car_34,619.49,282.11,17
1774586889.330321,2855,Car_58,181.07,258.88,17
1774586889.330321,2750,Car_59,44.61,293.15,17
1774586889.330321,2796,Tree_10,320.00,189.97,17
1774586889.330321,2884,Tree_28,571.70,202.27,17
1774586889.330321,2842,Tree_884,65.24,212.65,17
1774586889.330321,2885,Tree_9,548.52,218.21,17
1774586889.330321,2881,Small_House_30,240.91,240.20,17
1774586889.330321,2882,Small_House_31,147.06,240.72,17
1774586889.330321,2869,Small_House_7,235.61,240.65,17
1774586889.330321,2887,Small_House_8,278.03,245.23,17
